#gene ID	dictybase ID										
#genename	gene name										
#synonyms	dictybase synonyms										
#annotation	gene annotation										
#go_terms	"GO terms associated with gene. Biological process, Molecular Function and #Cellular Component ontologies are separated by || and each term within the ontology is #separated by comma."										
#domains	Protein domain identified in gene. Separated by comma.										
#polyA	Indicate if gene has polyA tail										
#est_count	Number of ESTs mapping to gene										
#published_mutants	Published mutants of gene. Each strain is separated by ||. The phenotype #for each strain is separated by comma.										
#cell_type	gene enrichment in cell type. Defined using Maeda et al.										
#enrichment_pattern	The clone ID and cell type enrichment pattern reported by Maeda et al.										
#percent_mapability	The percent of mapable transcript nucleotides 										
#											
gene ID	genename	synonyms	annotation	go_terms	domains	polyA	est_count	published_mutants	cell_type	enrichment_pattern	percent_mapability
DDB_G0267472	roco7		"WD40 repeat-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ROCO family protein kinase"	"P: protein amino acid phosphorylation, small GTPase mediated signal transduction || F: nucleotide binding, protein kinase activity, ATP binding, GTP binding, kinase activity, transferase activity || C: cellular_component, membrane"	"WD40, Pkinase_Tyr"	Y					0.981909
DDB_G0267474	sigD		spore coat protein	"P: biological_process || F: molecular_function, structural molecule activity || C: cellular_component, viral capsid"	"Dicty_spore_N, FOLN"	Y	5	sigD-: wild type			1
DDB_G0267476	sigK		EGF-like domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component		Y	11				1
DDB_G0267478	DDB_G0267478					Y	12				0.99514
DDB_G0267480	nup93	nic96	nucleoporin 93	P: transport || F: molecular_function || C: nuclear pore		Y	142				0.976539
DDB_G0267482	DDB_G0267482					Y					1
DDB_G0267484	acp1		acid phosphatase 1	"P: protein amino acid dephosphorylation || F: acid phosphatase activity, protein tyrosine phosphatase activity, non-membrane spanning protein tyrosine phosphatase activity, phosphatase activity || C: cellular_component"	LMWPc	Y					1
DDB_G0267486	DDB_G0267486		Y73F8A.27 protein.	"P: transport || F: iron ion binding, electron carrier activity, metal ion binding, iron-sulfur cluster binding || C: "		Y					0.997921
DDB_G0267488	DDB_G0267488			"P: signal transduction, intracellular signaling cascade || F: phospholipase C activity || C: "		Y					0.950024
DDB_G0267490	ChLim		"LIM-type zinc finger-containing protein, calponin homology (CH) domain-containing protein"	"P: pinocytosis, actomyosin structure organization, filopodium assembly, negative regulation of phagocytosis, negative regulation of phagocytosis || F: actin binding, small GTPase regulator activity, zinc ion binding || C: phagocytic cup, cytosol, cell cortex, cortical cytoskeleton, phagocytic vesicle"	"CH, LIM, LIM, LIM, LIM, LIM"	Y		"ChLim-: increased growth rate, increased phagocytosis || [OE]:chlim: decreased growth rate, decreased phagocytosis, increased basal F-actin level"			1
DDB_G0267492	DDB_G0267492		Putative FtsH protease.	"P: proteolysis, cell cycle, protein catabolic process, cell division || F: nucleotide binding, ATP-dependent peptidase activity, metalloendopeptidase activity, serine-type endopeptidase activity, ATP binding, nucleoside-triphosphatase activity || C: membrane"		Y	15				0.978281
DDB_G0267494	DDB_G0267494					Y					0.990066
DDB_G0267496	DDB_G0267496					Y					0.995028
DDB_G0267498	DDB_G0267498			P: proteolysis || F:  || C: 		Y					1
DDB_G0267500	DDB_G0267500		"phosphoesterase, PA-phosphatase related-family protein, PAP2 family protein"	P: biological_process || F: molecular_function || C: cellular_component		Y	5				1
DDB_G0267502	DDB_G0267502			P:  || F:  || C: nucleus		Y	5				0.995775
DDB_G0267504	DDB_G0267504			"P: transport, amino acid transport || F: amine transmembrane transporter activity || C: membrane"		Y	4				1
DDB_G0267506	aslH		putative acetyl-CoA synthetase	P: metabolic process || F: catalytic activity || C: 		Y	2				0.820525
DDB_G0267508	DDB_G0267508		UPF0041 family protein	P: biological_process || F: molecular_function || C: cellular_component	UPF0041	Y					1
DDB_G0267510	DDB_G0267510					Y					1
DDB_G0267512	DDB_G0267512		Glycoprotein endopeptidase - like protein.	"P: proteolysis || F: endopeptidase activity, zinc ion binding || C: "	Peptidase_M22	Y	1				1
DDB_G0267514	DDB_G0267514		"protein kinase, TKL group, tyrosine kinase-like protein"	"P: protein amino acid phosphorylation || F: protein kinase activity, ATP binding || C: cellular_component"	Pkinase	Y	7				0.915698
DDB_G0267516	dhx57		"DEAD/DEAH box helicase, RWD domain-containing protein"	"P: protein modification process, biological_process || F: nucleic acid binding, helicase activity, ubiquitin-protein ligase activity, ATP binding, ATP-dependent helicase activity || C: "		Y	2				0.981639
DDB_G0267518	DDB_G0267518					Y					0.899408
DDB_G0267520	DDB_G0267520					Y					0.956522
DDB_G0267522	DDB_G0267522					Y	3				0.907883
DDB_G0267524	ssr3	TRAP-gamma	translocon-associated protein TRAP gamma subunit	"P: cotranslational protein targeting to membrane || F:  || C: translocon complex, integral to endoplasmic reticulum membrane"	TRAP-gamma	Y	5				0.996109
DDB_G0267526	DDB_G0267526			"P: protein folding || F: heat shock protein binding, unfolded protein binding || C: membrane"		Y	3				0.996945
DDB_G0267528	DDB_G0267528		"Genomic DNA, chromosome 5, P1 clone:MDN11 (Hypothetical protein) (At5g48020)."			Y	23				1
DDB_G0267530	DDB_G0267530					Y					1
DDB_G0267532	DDB_G0267532					Y	1				0.984581
DDB_G0267534	DDB_G0267534					Y	5				0.935366
DDB_G0267536	hibch		3-hydroxyisobutyryl-Coenzyme A hydrolase	P: metabolic process || F: 3-hydroxyisobutyryl-CoA hydrolase activity || C: cellular_component	ECH	Y	12				0.994769
DDB_G0267538	DDB_G0267538	arfGAP	Arf GTPase activating protein	P: regulation of GTPase activity || F:  || C: 		Y	2				0.947945
DDB_G0267540	scy1	DdNTKL	"N-terminal kinase-like (NTKL) protein, SCY1 family protein kinase"	"P: protein amino acid phosphorylation || F: protein kinase activity, binding, ATP binding, kinase activity || C: centrosome"	HEAT	Y					0.953745
DDB_G0267542	DDB_G0267542					Y	1				1
DDB_G0267544	aslM		"putative acetyl-CoA synthetase, AMP-dependent synthetase and ligase domain-containing protein"	P: metabolic process || F: catalytic activity || C: 		Y	1				0.818087
DDB_G0267546	DDB_G0267546			"P: thiamin metabolic process, thiamin diphosphate biosynthetic process || F: thiamin diphosphokinase activity, ATP binding || C: "		Y					0.985222
DDB_G0267548	elmoF		engulfment and cell motility ELM family protein	P: phagocytosis || F:  || C: cytoskeleton	ELMO_CED12	Y					0.957853
DDB_G0267550	DDB_G0267550					Y					1
DDB_G0267552	DDB_G0267552		"putative NADH dehydrogenase (ubiquinone), putative NADH-ubiquinone oxidoreductase 13 kDa subunit"		zf-CHCC	Y	5				1
DDB_G0267554	DDB_G0267554					Y					0.931748
DDB_G0267556	DDB_G0267556		"SNF2-related domain-containing protein, CHR group protein, helicase, C-terminal domain-containing protein"	"P:  || F: DNA binding, helicase activity, ATP binding || C: "	"SNF2_N, Helicase_C"	Y	9				0.992531
DDB_G0267558	DDB_G0267558					Y					1
DDB_G0267560	uprt		uracil phosphoribosyltransferase	"P: pyrimidine salvage, nucleoside metabolic process || F: magnesium ion binding, uracil phosphoribosyltransferase activity, transferase activity, transferase activity, transferring glycosyl groups || C: cellular_component"	Pribosyltran	Y	2				1
DDB_G0267562	DDB_G0267562					Y					1
DDB_G0267564	DDB_G0267564					Y	3				1
DDB_G0267566	DDB_G0267566		"putative protein serine/threonine kinase, ankyrin repeat-containing protein"	"P: protein amino acid phosphorylation || F: protein serine/threonine kinase activity, ATP binding || C: cellular_component"	"Ank, Ank, Pkinase"	Y	1				1
DDB_G0267568	gacO	RacGAP	RhoGAP domain-containing protein	"P: signal transduction, regulation of Rac protein signal transduction || F: Rac GTPase activator activity || C: intracellular"	RhoGAP	Y	5				0.991732
DDB_G0267570	DDB_G0267570					Y	7				0.990481
DDB_G0267572	DDB_G0267572				Nop53	Y					1
DDB_G0267574	DDB_G0267574				PGAM	Y	8				1
DDB_G0267576	DDB_G0267576					Y					1
DDB_G0267578	DDB_G0267578					Y					1
DDB_G0267580	DDB_G0267580					Y					1
DDB_G0267582	DDB_G0267582			"P: transport || F: transporter activity || C: membrane, integral to membrane"	MFS_1	Y	1				0.991216
DDB_G0267584	adcE		"LIM-type zinc finger-containing protein, arrestin domain-containing protein"	"P: biological_process || F: molecular_function, zinc ion binding, metal ion binding || C: cellular_component"	"LIM, Arrestin_C, MIT, MIT"	Y					0.987028
DDB_G0267586	DDB_G0267586				RCC1	Y					1
DDB_G0267588	DDB_G0267588		putative phosphatidylinositol phosphate kinase	"P:  || F: phosphatidylinositol phosphate kinase activity, 1-phosphatidylinositol-4-phosphate 5-kinase activity || C: "	PIP5K	Y	9				0.999075
DDB_G0267590	DDB_G0267590		"GRAM domain-containing protein, v-SNARE family protein"	"P: intracellular protein transport || F: molecular_function || C: integral to membrane, phagocytic vesicle"	"GRAM, V-SNARE, SNARE"	Y	6				1
DDB_G0267592	DDB_G0267592			P:  || F: oxidoreductase activity || C: 	Amino_oxidase	Y	12				1
DDB_G0267594	pfdn2		"prefoldin beta-like domain containing protein, prefoldin subunit 2"	P: protein folding || F: unfolded protein binding || C: prefoldin complex	Prefoldin_2	Y	1				0.985795
DDB_G0267596	DDB_G0267596					Y	1				0.89572
DDB_G0267598	DDB_G0267598		enoyl-CoA hydratase/isomerase domain-containing protein	P: metabolic process || F: catalytic activity || C: cellular_component	ECH	Y	5				0.990204
DDB_G0267600	DDB_G0267600		enoyl-CoA hydratase/isomerase domain-containing protein	P: metabolic process || F: catalytic activity || C: cellular_component	ECH	Y					1
DDB_G0267602	DDB_G0267602					Y	1				0.998525
DDB_G0267604	mserS	serRS	"seryl-tRNA synthetase, serine-tRNA ligase, serine-tRNA ligase, mitochondrial, seryl-tRNA synthetase, mitochondrial"	"P: translation, seryl-tRNA aminoacylation || F: nucleotide binding, serine-tRNA ligase activity, ATP binding, ligase activity || C: mitochondrion"	"tRNA-synt_2b, Seryl_tRNA_N"	Y					0.994933
DDB_G0267606	fcf1	UTP24	"FCF1 family protein, PINc domain-containing protein"	P: biological_process || F: molecular_function || C: cellular_component	Fcf1	Y					1
DDB_G0267608	DDB_G0267608					Y	1				0.998514
DDB_G0267610	DDB_G0267610			"P: cellular metabolic process || F: catalytic activity, coenzyme binding || C: "	Epimerase	Y					1
DDB_G0267612	DDB_G0267612					Y	3				0.990491
DDB_G0267614	DDB_G0267614					Y					0.918594
DDB_G0267616	DDB_G0267616			P: DNA metabolic process || F: deoxyribonuclease II activity || C: 	DNase_II	Y	4				0.714858
DDB_G0267618	DDB_G0267618					Y					0.985682
DDB_G0267620	DDB_G0267620					Y	2				0.994737
DDB_G0267622	srp9		signal recognition particle 9 kDa subunit	"P: protein targeting, negative regulation of translational elongation || F: RNA binding || C: signal recognition particle, endoplasmic reticulum targeting"	SRP9	Y					1
DDB_G0267624	DDB_G0267624				"FAD_binding_4, BBE"	Y					0.26847
DDB_G0267626	DDB_G0267626					Y					1
DDB_G0267628	DDB_G0267628					Y					1
DDB_G0267630	kil1		sulfotransferase	"P: protein amino acid sulfation, defense response to bacterium, defense response to bacterium || F: sulfotransferase activity, transferase activity || C: cellular_component"	Sulfotransfer_1	Y	3	kil1-: abolished resistance to pathogenic bacteria			0.973183
DDB_G0267632	DDB_G0267632				Abhydrolase_1	Y					0.97238
DDB_G0267634	DDB_G0267634		"Cell differentiation protein rcd1, putative."			Y					0.854928
DDB_G0267636	mybM		putative myb transcription factor	P: biological_process || F: DNA binding || C: nucleus	"Myb_DNA-binding, Myb_DNA-binding"	Y	6				0.880656
DDB_G0267638	DDB_G0267638		"myb domain-containing protein, SNF2-related domain-containing protein, CHR group protein, helicase, C-terminal domain-containing protein"	"P:  || F: nucleic acid binding, DNA binding, helicase activity, ATP binding || C: nucleus"	"SNF2_N, Myb_DNA-binding, Helicase_C, HSA"	Y	3				0.903051
DDB_G0267640	gtaE		"putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 5"	"P: regulation of transcription, DNA-dependent || F: transcription factor activity, zinc ion binding, sequence-specific DNA binding || C: nucleus"	GATA	Y					0.956993
DDB_G0267642	DDB_G0267642				FimP	Y					0.953814
DDB_G0267644	DDB_G0267644					Y					1
DDB_G0267646	sec20		sec20 family protein		Sec20	Y					1
DDB_G0267648	DDB_G0267648				NCA2	Y	1				0.940858
DDB_G0267650	ireA		"putative protein serine/threonine kinase, putative endoribonuclease, IRE family protein kinase"	"P: inositol metabolic process, mRNA processing, protein amino acid phosphorylation, activation of signaling protein activity involved in unfolded protein response || F: endoribonuclease activity, protein serine/threonine kinase activity, ATP binding, endoribonuclease activity, producing 5'-phosphomonoesters || C: nuclear envelope, endoplasmic reticulum membrane"	"Pkinase, Ribonuc_2-5A"	Y					0.950947
DDB_G0267652	DDB_G0267652					Y					1
DDB_G0267654	tgrO2		immunoglobulin E-set domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component		Y					0.257292
DDB_G0267656	DDB_G0267656		Similar to hypothetical protein FLJ12618.	P:  || F: oxidoreductase activity || C: 	DAO	Y	2				1
DDB_G0267658	DDB_G0267658					Y					0.959908
DDB_G0267660	DDB_G0267660					Y					0.994071
DDB_G0267662	DDB_G0267662					Y					0.913519
DDB_G0267664	DDB_G0267664					Y	8				0.970789
DDB_G0267666	gefW	"RasGEFW, RasGEF"	RasGEF domain-containing protein	"P: small GTPase mediated signal transduction, regulation of small GTPase mediated signal transduction || F: guanyl-nucleotide exchange factor activity || C: intracellular"	"RasGEF, RasGEF_N"	Y					0.989773
DDB_G0267668	hspL		"heat shock protein Hsp20 domain-containing protein, putative alpha-crystallin-type heat shock protein"	"P: protein folding, response to unfolded protein, biological_process || F: molecular_function || C: cellular_component"	HSP20	Y					1
DDB_G0267670	DDB_G0267670				Nop16	Y					0.958051
DDB_G0267672	DDB_G0267672					Y					0.93988
DDB_G0267674	glcS		glycogen synthase	"P: autophagic vacuole formation, glycogen biosynthetic process, glycogen biosynthetic process || F: glycogen (starch) synthase activity || C: cellular_component"	Glycogen_syn	Y	20	"glcS-/DH1: aberrant stalk morphogenesis, decreased fruiting body size, decreased intracellular glycogen level, decreased spore size || glcS-/HMX: aberrant cell morphology, abolished cellulose biosynthesis, decreased autophagic vacuole formation"			0.996588
DDB_G0267676	DDB_G0267676				HEAT	Y					0.981379
DDB_G0267678	DDB_G0267678					Y					0.61976
DDB_G0267680	DDB_G0267680		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	2				1
DDB_G0267682	ercc1		DNA excision repair protein 1	"P: DNA repair, nucleotide-excision repair, DNA recombination, response to DNA damage stimulus || F: single-stranded DNA specific endodeoxyribonuclease activity || C: nucleotide-excision repair factor 1 complex, nucleus"		Y	2				0.987063
DDB_G0267684	DDB_G0267684		putative cell surface glycoprotein	P: biological_process || F: molecular_function || C: plasma membrane		Y					0.999129
DDB_G0267686	DDB_G0267686		"RGS domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ARK family protein kinase"	"P: protein amino acid phosphorylation || F: protein kinase activity, signal transducer activity, ATP binding || C: cellular_component"	"Pkinase, RGS"	Y	6				0.90006
DDB_G0267688	cpnD		"phospholipid-binding protein, copine D"	"P: lipid metabolic process, vesicle-mediated transport || F: transporter activity, calcium-dependent phospholipid binding || C: cellular_component"	"C2, C2, Copine"	Y	2				0.996863
DDB_G0267690	icpA	"DdINCENP, INCENP"	"inner centromere protein, ARK binding region family protein"	"P: cytokinesis, chromosome segregation, mitosis, protein localization, mitotic spindle organization in nucleus || F: protein binding || C: condensed chromosome, spindle pole, centrosome, centrosome, chromosome passenger complex, cleavage furrow, spindle midzone"		Y	9	"icpA-: aberrant cytokinesis, aberrant mitosis, aberrant protein localization || icpA-/[act15]:GFP:icpA(1-1013): aberrant protein localization"			0.983098
DDB_G0267692	DDB_G0267692		EGF-like domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component	"EGF_2, EGF_2, EGF_2"	Y	5				0.830423
DDB_G0267694	DDB_G0267694				"FNIP, FNIP, FNIP"	Y					1
DDB_G0267696	DDB_G0267696					Y					0.991525
DDB_G0267698	DDB_G0267698				Rhodanese	Y					1
DDB_G0267700	DDB_G0267700					Y	1				0.982472
DDB_G0267702	DDB_G0267702					Y	2				1
DDB_G0267704	mcfT	slc25a21	"mitochondrial substrate carrier family protein, mitochondrial 2-oxodicarboxylate carrier protein, putative mitochondrial 2-oxodicarboxylate transporter"	"P: transport, mitochondrial transport || F: dicarboxylic acid transmembrane transporter activity, binding || C: mitochondrial inner membrane, integral to membrane"	"Mito_carr, Mito_carr, Mito_carr"	Y	1				1
DDB_G0267706	DDB_G0267706				Eapp_C	Y					0.874505
DDB_G0267708	vps25		vacuolar protein sorting 25	"P: protein targeting || F: molecular_function || C: ESCRT II complex, phagocytic vesicle"	ESCRT-II	Y					0.998294
DDB_G0267710	DDB_G0267710				SCP	Y	4				0.910078
DDB_G0267712	DDB_G0267712				"zf-CDGSH, zf-CDGSH"	Y	8				0.986333
DDB_G0267714	sf3b4		"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, splicing factor 3B subunit 4"	"P: RNA splicing || F: nucleotide binding, nucleic acid binding, protein binding, RNA splicing factor activity, transesterification mechanism || C: spliceosome"	"RRM_1, RRM_1"	Y	5				0.911193
DDB_G0267716	DDB_G0267716					Y					0.877204
DDB_G0267718	DDB_G0267718			"P:  || F: protein binding, zinc ion binding, metal ion binding || C: "	zf-C3HC4	Y					0.946629
DDB_G0267720	DDB_G0267720					Y					0.976281
DDB_G0267722	DDB_G0267722				ParBc_2	Y					1
DDB_G0267724	DDB_G0267724					Y					0.986086
DDB_G0267726	DDB_G0267726		unknown	P: biological_process || F: molecular_function || C: centrosome		Y	36				0.285171
